x-axis,2
second,Volt
-500.0011E-03,+30.1859E-03
-499.5011E-03,+23.5528E-03
-499.0011E-03,+26.8693E-03
-498.5011E-03,+29.8844E-03
-498.0011E-03,+26.6683E-03
-497.5011E-03,+26.5678E-03
-497.0011E-03,+25.2613E-03
-496.5011E-03,+31.3920E-03
-496.0011E-03,+29.9849E-03
-495.5011E-03,+33.0000E-03
-495.0011E-03,+30.1859E-03
-494.5011E-03,+34.6080E-03
-494.0011E-03,+37.7236E-03
-493.5011E-03,+39.3317E-03
-493.0011E-03,+40.7387E-03
-492.5011E-03,+34.6080E-03
-492.0011E-03,+28.2764E-03
-491.5011E-03,+29.5829E-03
-491.0011E-03,+28.2764E-03
-490.5011E-03,+29.8844E-03
-490.0011E-03,+28.1759E-03
-489.5011E-03,+28.2764E-03
-489.0011E-03,+31.3920E-03
-488.5011E-03,+29.8844E-03
-488.0011E-03,+28.3769E-03
-487.5011E-03,+29.7839E-03
-487.0011E-03,+33.0000E-03
-486.5011E-03,+30.0854E-03
-486.0011E-03,+33.0000E-03
-485.5011E-03,+31.3920E-03
-485.0011E-03,+28.2764E-03
-484.5011E-03,+42.3467E-03
-484.0011E-03,+39.4322E-03
-483.5011E-03,+33.4020E-03
-483.0011E-03,+31.5930E-03
-482.5011E-03,+31.9950E-03
-482.0011E-03,+23.4523E-03
-481.5011E-03,+20.2362E-03
-481.0011E-03,+23.3518E-03
-480.5011E-03,+30.9899E-03
-480.0011E-03,+28.0754E-03
-479.5011E-03,+28.4774E-03
-479.0011E-03,+28.1759E-03
-478.5011E-03,+25.1608E-03
-478.0011E-03,+28.3769E-03
-477.5011E-03,+26.5678E-03
-477.0011E-03,+29.8844E-03
-476.5011E-03,+29.4824E-03
-476.0011E-03,+29.5829E-03
-475.5011E-03,+28.4774E-03
-475.0011E-03,+31.3920E-03
-474.5011E-03,+34.6080E-03
-474.0011E-03,+39.4322E-03
-473.5011E-03,+34.7085E-03
-473.0011E-03,+36.3166E-03
-472.5011E-03,+39.0302E-03
-472.0011E-03,+29.9849E-03
-471.5011E-03,+28.1759E-03
-471.0011E-03,+31.3920E-03
-470.5011E-03,+26.5678E-03
-470.0011E-03,+28.3769E-03
-469.5011E-03,+29.7839E-03
-469.0011E-03,+28.3769E-03
-468.5011E-03,+31.3920E-03
-468.0011E-03,+28.1759E-03
-467.5011E-03,+36.0151E-03
-467.0011E-03,+26.8693E-03
-466.5011E-03,+33.0000E-03
-466.0011E-03,+31.2915E-03
-465.5011E-03,+29.8844E-03
-465.0011E-03,+29.8844E-03
-464.5011E-03,+39.3317E-03
-464.0011E-03,+40.6382E-03
-463.5011E-03,+36.1156E-03
-463.0011E-03,+39.4322E-03
-462.5011E-03,+32.8995E-03
-462.0011E-03,+27.9749E-03
-461.5011E-03,+22.0452E-03
-461.0011E-03,+24.9598E-03
-460.5011E-03,+22.1457E-03
-460.0011E-03,+26.5678E-03
-459.5011E-03,+23.3518E-03
-459.0011E-03,+26.6683E-03
-458.5011E-03,+29.6834E-03
-458.0011E-03,+25.4623E-03
-457.5011E-03,+28.1759E-03
-457.0011E-03,+29.8844E-03
-456.5011E-03,+28.2764E-03
-456.0011E-03,+31.3920E-03
-455.5011E-03,+33.1005E-03
-455.0011E-03,+31.1910E-03
-454.5011E-03,+37.7236E-03
-454.0011E-03,+35.0101E-03
-453.5011E-03,+39.4322E-03
-453.0011E-03,+34.6080E-03
-452.5011E-03,+36.6181E-03
-452.0011E-03,+33.0000E-03
-451.5011E-03,+28.0754E-03
-451.0011E-03,+26.8693E-03
-450.5011E-03,+28.1759E-03
-450.0011E-03,+28.2764E-03
-449.5011E-03,+28.1759E-03
-449.0011E-03,+31.1910E-03
-448.5011E-03,+37.4221E-03
-448.0011E-03,+29.8844E-03
-447.5011E-03,+29.7839E-03
-447.0011E-03,+29.8844E-03
-446.5011E-03,+35.8141E-03
-446.0011E-03,+32.8995E-03
-445.5011E-03,+32.8995E-03
-445.0011E-03,+30.0854E-03
-444.5011E-03,+37.8241E-03
-444.0011E-03,+39.1307E-03
-443.5011E-03,+40.9397E-03
-443.0011E-03,+40.5377E-03
-442.5011E-03,+36.1156E-03
-442.0011E-03,+32.6985E-03
-441.5011E-03,+23.3518E-03
-441.0011E-03,+27.9749E-03
-440.5011E-03,+25.0603E-03
-440.0011E-03,+28.1759E-03
-439.5011E-03,+27.9749E-03
-439.0011E-03,+29.9849E-03
-438.5011E-03,+26.4673E-03
-438.0011E-03,+25.4623E-03
-437.5011E-03,+28.3769E-03
-437.0011E-03,+26.5678E-03
-436.5011E-03,+29.7839E-03
-436.0011E-03,+26.7688E-03
-435.5011E-03,+26.9698E-03
-435.0011E-03,+29.9849E-03
-434.5011E-03,+37.6231E-03
-434.0011E-03,+39.6332E-03
-433.5011E-03,+31.7940E-03
-433.0011E-03,+39.2312E-03
-432.5011E-03,+39.1307E-03
