x-axis,2
second,Volt
-449.9900E-03,+1.4105025E+00
-449.5400E-03,+2.5034673E+00
-449.0900E-03,-6.6171358E+00
-448.6400E-03,+9.3376382E+00
-448.1900E-03,-12.5467841E+00
-447.7400E-03,+13.9607538E+00
-447.2900E-03,-13.3633670E+00
-446.8400E-03,+12.1517086E+00
-446.3900E-03,-9.3432665E+00
-445.9400E-03,+4.9280904E+00
-445.4900E-03,-2.1070855E+00
-445.0400E-03,-2.6975378E+00
-444.5900E-03,+5.9205527E+00
-444.1400E-03,-10.7377388E+00
-443.6900E-03,+11.5486935E+00
-443.2400E-03,-13.7528142E+00
-442.7900E-03,+13.1692965E+00
-442.3400E-03,-11.7553268E+00
-441.8900E-03,+8.5461809E+00
-441.4400E-03,-5.1221609E+00
-440.9900E-03,+1.3099999E+00
-440.5400E-03,+2.7044723E+00
-440.0900E-03,-7.1196484E+00
-439.6400E-03,+10.7446734E+00
-439.1900E-03,-12.6472866E+00
-438.7400E-03,+13.1692965E+00
-438.2900E-03,-13.3633670E+00
-437.8400E-03,+10.7572362E+00
-437.3900E-03,-9.4437690E+00
-436.9400E-03,+4.7270854E+00
-436.4900E-03,-1.8055780E+00
-436.0400E-03,-3.5015579E+00
-435.5900E-03,+6.6240703E+00
-435.1400E-03,-9.9337187E+00
-434.6900E-03,+12.1642714E+00
-434.2400E-03,-13.7528142E+00
-433.7900E-03,+13.2572362E+00
-433.3400E-03,-12.1573368E+00
-432.8900E-03,+9.1491960E+00
-432.4400E-03,-5.9261810E+00
-431.9900E-03,+1.3099999E+00
-431.5400E-03,+2.9054773E+00
-431.0900E-03,-6.6171358E+00
-430.6400E-03,+9.3376382E+00
-430.1900E-03,-12.6472866E+00
-429.7400E-03,+14.1617588E+00
-429.2900E-03,-13.4638695E+00
-428.8400E-03,+11.3602513E+00
-428.3900E-03,-9.7452765E+00
-427.9400E-03,+5.9331156E+00
-427.4900E-03,-1.8055780E+00
-427.0400E-03,-2.8985428E+00
-426.5900E-03,+6.2220603E+00
-426.1400E-03,-10.3357288E+00
-425.6900E-03,+12.3527136E+00
-425.2400E-03,-13.5518092E+00
-424.7900E-03,+13.2572362E+00
-424.3400E-03,-11.9563318E+00
-423.8900E-03,+8.2446734E+00
-423.4400E-03,-5.3231659E+00
-422.9900E-03,+719.5477E-03
-422.5400E-03,+2.9054773E+00
-422.0900E-03,-6.9186433E+00
-421.6400E-03,+9.5386432E+00
-421.1900E-03,-12.3457791E+00
-420.7400E-03,+12.9557287E+00
-420.2900E-03,-13.5643720E+00
-419.8400E-03,+11.1592463E+00
-419.3900E-03,-9.3432665E+00
-418.9400E-03,+4.5260804E+00
-418.4900E-03,-2.0065830E+00
-418.0400E-03,-2.2955277E+00
-417.5900E-03,+6.4230653E+00
-417.1400E-03,-10.1347238E+00
-416.6900E-03,+12.5537186E+00
-416.2400E-03,-13.7528142E+00
-415.7900E-03,+12.5662814E+00
-415.3400E-03,-12.5593469E+00
-414.8900E-03,+8.8476884E+00
-414.4400E-03,-6.3281911E+00
-413.9900E-03,+1.2220602E+00
-413.5400E-03,+2.7044723E+00
-413.0900E-03,-7.1196484E+00
-412.6400E-03,+9.1366332E+00
-412.1900E-03,-12.3457791E+00
-411.7400E-03,+13.5713066E+00
-411.2900E-03,-13.6648745E+00
-410.8400E-03,+10.5562312E+00
-410.3900E-03,-9.5442715E+00
-409.9400E-03,+5.7321105E+00
-409.4900E-03,-2.1070855E+00
-409.0400E-03,-3.5015579E+00
-408.5900E-03,+6.4230653E+00
-408.1400E-03,-10.5367338E+00
-407.6900E-03,+11.9507035E+00
-407.2400E-03,-13.7528142E+00
-406.7900E-03,+12.6667840E+00
-406.3400E-03,-12.3583419E+00
-405.8900E-03,+8.3451759E+00
-405.4400E-03,-5.9261810E+00
-404.9900E-03,+1.4105025E+00
-404.5400E-03,+1.9004522E+00
-404.0900E-03,-6.8181408E+00
-403.6400E-03,+11.1466834E+00
-403.1900E-03,-12.5593469E+00
-402.7400E-03,+13.1692965E+00
-402.2900E-03,-13.5643720E+00
-401.8400E-03,+11.7622613E+00
-401.3900E-03,-9.2427640E+00
-400.9400E-03,+5.3301005E+00
-400.4900E-03,-2.2075880E+00
-400.0400E-03,-3.3005529E+00
-399.5900E-03,+5.9205527E+00
-399.1400E-03,-10.7377388E+00
-398.6900E-03,+11.9507035E+00
-398.2400E-03,-13.7528142E+00
-397.7900E-03,+13.4582412E+00
-397.3400E-03,-12.1573368E+00
-396.8900E-03,+8.6466834E+00
-396.4400E-03,-6.3281911E+00
-395.9900E-03,+1.3099999E+00
-395.5400E-03,+2.1014572E+00
-395.0900E-03,-6.8181408E+00
-394.6400E-03,+9.7396482E+00
-394.1900E-03,-12.3457791E+00
-393.7400E-03,+12.9682915E+00
-393.2900E-03,-13.5643720E+00
-392.8400E-03,+10.9582412E+00
